Product ID,Product Name,Category,Sub-Category,Price Per Unit
FUR-SAU-10002331,"Sauder Library with Doors, Traditional",Furniture,Bookcases,362.03
TEC-AC-10000633,"Enermax Memory Card, USB",Technology,Accessories,86.86
FUR-HAR-10003770,"Harbour Creations Steel Folding Chair, Set of Two",Furniture,Chairs,47.52
OFF-AME-10004651,"Ames Mailers, Recycled",Office Supplies,Envelopes,30.62
OFF-AR-10000293,"BIC Sketch Pad, Water Color",Office Supplies,Art,22.63
OFF-XER-10000566,"Xerox Note Cards, 8.5 x 11",Office Supplies,Paper,29.03
FUR-FU-10001351,"Rubbermaid Photo Frame, Black",Furniture,Furnishings,40.29
TEC-PH-10003555,Motorola HK250 Universal Bluetooth Headset,Technology,Phones,20.87
OFF-EN-10004784,"Kraft Business Envelopes, Recycled",Office Supplies,Envelopes,15.55
TEC-PH-10003723,"Samsung Audio Dock, with Caller ID",Technology,Phones,148.05
OFF-FA-10002100,"OIC Paper Clips, 12 Pack",Office Supplies,Fasteners,5.49
OFF-AR-10003989,"Sanford Pencil Sharpener, Fluorescent",Office Supplies,Art,8.41
OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Office Supplies,Storage,6.57
OFF-ST-10001597,"Tenex Box, Single Width",Office Supplies,Storage,8.25
OFF-HON-10000278,"Hon Shipping Labels, Laser Printer Compatible",Office Supplies,Labels,6.48
OFF-FA-10004942,"OIC Clamps, Metal",Office Supplies,Fasteners,6.07
OFF-SU-10004373,"Kleencut Scissors, Steel",Office Supplies,Supplies,14.47
TEC-AC-10004877,Imation 30456 USB Flash Drive 8GB,Technology,Accessories,5.96
OFF-AR-10003056,Newell 341,Office Supplies,Art,2.67
TEC-PH-10004211,"Cisco Headset, Cordless",Technology,Phones,48.7
TEC-LOG-10003651,"Logitech Router, Programmable",Technology,Accessories,128.16
TEC-BRO-10001293,"Brother Personal Copier, Laser",Technology,Copiers,100.01
TEC-MA-10002055,"Epson Calculator, Wireless",Technology,Machines,16.38
OFF-AP-10000043,"Cuisinart Toaster, Silver",Office Supplies,Appliances,27.97
OFF-JIF-10003890,"Jiffy Peel and Seal, Recycled",Office Supplies,Envelopes,12.6
OFF-EN-10000645,"Ames Mailers, Recycled",Office Supplies,Envelopes,24.82
OFF-BI-10004700,"Cardinal Binder, Durable",Office Supplies,Binders,10.41
OFF-PA-10001801,Xerox 193,Office Supplies,Paper,1.91
FUR-BO-10004441,"Ikea Library with Doors, Metal",Furniture,Bookcases,192.21
FUR-BO-10004445,"Bush Stackable Bookrack, Pine",Furniture,Bookcases,94.22
FUR-ELD-10003179,"Eldon Clock, Erganomic",Furniture,Furnishings,22.87
TEC-AC-10003964,"SanDisk Flash Drive, USB",Technology,Accessories,21.2
TEC-PH-10001535,"Nokia Speaker Phone, Cordless",Technology,Phones,92.1
OFF-HAM-10000822,"Hamilton Beach Toaster, Black",Office Supplies,Appliances,33.12
FUR-CH-10000233,"SAFCO Chairmat, Red",Furniture,Chairs,20.19
OFF-SAN-10004706,"SanDisk Note Cards, Premium",Office Supplies,Paper,17.3
OFF-AP-10001067,"Hoover Blender, Silver",Office Supplies,Appliances,45.67
FUR-DEF-10003551,"Deflect-O Photo Frame, Erganomic",Furniture,Furnishings,36.95
OFF-LA-10000970,"Harbour Creations Removable Labels, 5000 Label Set",Office Supplies,Labels,5.11
OFF-BIC-10002942,"BIC Highlighters, Easy-Erase",Office Supplies,Art,14.37
OFF-ENE-10003314,"Enermax Parchment Paper, Recycled",Office Supplies,Paper,14.07
OFF-BI-10000831,Storex Flexible Poly Binders with Double Pockets,Office Supplies,Binders,1.23
TEC-MA-10000982,"Konica Inkjet, Wireless",Technology,Machines,207.88
FUR-BO-10004507,"Ikea Corner Shelving, Metal",Furniture,Bookcases,100.91
FUR-CH-10001147,"Hon Swivel Stool, Adjustable",Furniture,Chairs,141.6
OFF-SU-10003688,"Acme Shears, High Speed",Office Supplies,Supplies,27.12
TEC-AC-10000991,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,Technology,Accessories,35.48
OFF-PA-10001758,"Enermax Note Cards, Premium",Office Supplies,Paper,23.23
OFF-FA-10003266,"Stockwell Clamps, Assorted Sizes",Office Supplies,Fasteners,10.49
OFF-AP-10000390,Euro Pro Shark Stick Mini Vacuum,Office Supplies,Appliances,44.53
OFF-PA-10004327,Xerox 1911,Office Supplies,Paper,24.14
OFF-PA-10001260,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Office Supplies,Paper,4.04
OFF-EN-10003134,Staples,Office Supplies,Envelopes,5.28
OFF-AR-10000462,Sanford Pocket Accent Highlighters,Office Supplies,Art,0.78
FUR-CH-10003616,"Novimex Executive Leather Armchair, Adjustable",Furniture,Chairs,128.09
TEC-MA-10002178,Cisco CP-7937G Unified IP Conference Station Phone,Technology,Machines,183.67
FUR-BO-10004537,"Dania Floating Shelf Set, Mobile",Furniture,Bookcases,92.13
FUR-CH-10003883,"Office Star Swivel Stool, Set of Two",Furniture,Chairs,93.12
OFF-ST-10001753,"Eldon Shelving, Industrial",Office Supplies,Storage,35.74
FUR-TA-10001771,"Bush Cubix Conference Tables, Fully Assembled",Furniture,Tables,163.1
FUR-CH-10003062,"Novimex Chairmat, Red",Furniture,Chairs,33.17
OFF-EN-10002757,"Ames Interoffice Envelope, Security-Tint",Office Supplies,Envelopes,33.61
TEC-MA-10002680,"Konica Inkjet, White",Technology,Machines,228.45
TEC-BEL-10003985,"Belkin Router, USB",Technology,Accessories,118.75
OFF-BIN-10001715,"Binney & Smith Canvas, Easy-Erase",Office Supplies,Art,34.33
TEC-CO-10004128,"Brother Fax and Copier, Color",Technology,Copiers,104.67
TEC-SAN-10004027,"SanDisk Memory Card, Bluetooth",Technology,Accessories,96.37
OFF-PA-10002461,"Eaton Parchment Paper, Multicolor",Office Supplies,Paper,9.11
FUR-NOV-10000222,"Novimex Steel Folding Chair, Adjustable",Furniture,Chairs,67.87
OFF-PA-10001212,"Xerox Message Books, Recycled",Office Supplies,Paper,12.49
FUR-NOV-10003195,"Novimex Chairmat, Red",Furniture,Chairs,34.91
OFF-STO-10003329,"Stockwell Thumb Tacks, Metal",Office Supplies,Fasteners,8.18
OFF-LA-10001803,"Avery Legal Exhibit Labels, Adjustable",Office Supplies,Labels,7.23
OFF-AVE-10004404,"Avery Shipping Labels, Alphabetical",Office Supplies,Labels,7.28
OFF-ADV-10003125,"Advantus Paper Clips, Assorted Sizes",Office Supplies,Fasteners,9.83
OFF-AP-10000729,"KitchenAid Refrigerator, White",Office Supplies,Appliances,313.19
TEC-PH-10000036,"Nokia Smart Phone, Full Size",Technology,Phones,518.22
TEC-NOK-10000534,"Nokia Smart Phone, with Caller ID",Technology,Phones,315.11
OFF-ST-10003286,"Rogers Lockers, Wire Frame",Office Supplies,Storage,159.17
OFF-SU-10000427,"Fiskars Trimmer, Steel",Office Supplies,Supplies,28.15
TEC-KON-10004735,"Konica Card Printer, White",Technology,Machines,122.34
TEC-AC-10000763,"SanDisk Memory Card, USB",Technology,Accessories,38.45
OFF-SU-10002775,"Fiskars Box Cutter, Steel",Office Supplies,Supplies,17.54
OFF-AR-10003890,"Binney & Smith Pens, Blue",Office Supplies,Art,6.88
FUR-BUS-10003368,"Bush Floating Shelf Set, Mobile",Furniture,Bookcases,123.58
FUR-HAR-10000334,"Harbour Creations Swivel Stool, Red",Furniture,Chairs,102.96
OFF-CUI-10003923,"Cuisinart Coffee Grinder, Red",Office Supplies,Appliances,16.09
OFF-OIC-10002625,"OIC Thumb Tacks, 12 Pack",Office Supplies,Fasteners,7.06
OFF-AVE-10001079,"Avery File Folder Labels, Laser Printer Compatible",Office Supplies,Labels,4.3
TEC-CO-10003523,"Brother Wireless Fax, High-Speed",Technology,Copiers,259.44
OFF-BI-10003779,"Cardinal 3-Hole Punch, Durable",Office Supplies,Binders,13
OFF-EN-10002728,"GlobeWeis Interoffice Envelope, Set of 50",Office Supplies,Envelopes,30.54
OFF-FA-10000974,"Stockwell Paper Clips, Bulk Pack",Office Supplies,Fasteners,6.32
OFF-KRA-10000695,"Kraft Mailers, Set of 50",Office Supplies,Envelopes,26.64
TEC-PH-10002350,Apple EarPods with Remote and Mic,Technology,Phones,18.91
OFF-ST-10003231,"Fellowes Box, Industrial",Office Supplies,Storage,11.1
OFF-BI-10000171,"Wilson Jones Index Tab, Recycled",Office Supplies,Binders,4.29
OFF-BI-10001544,"Wilson Jones Hole Reinforcements, Clear",Office Supplies,Binders,2.83
OFF-BI-10004465,Avery Durable Slant Ring Binders,Office Supplies,Binders,3.93
FUR-CH-10000546,"Harbour Creations Executive Leather Armchair, Adjustable",Furniture,Chairs,225.31
TEC-CO-10002678,"Brother Wireless Fax, High-Speed",Technology,Copiers,224.44
TEC-BRO-10001568,"Brother Wireless Fax, Digital",Technology,Copiers,319.65
FUR-BO-10000786,"Sauder Stackable Bookrack, Pine",Furniture,Bookcases,87.84
FUR-TA-10002833,"Lesro Training Table, Rectangular",Furniture,Tables,233.78
TEC-MA-10002149,"Panasonic Receipt Printer, Durable",Technology,Machines,60.62
OFF-EN-10002313,"GlobeWeis Mailers, Recycled",Office Supplies,Envelopes,28.23
OFF-ST-10004748,"Smead Lockers, Blue",Office Supplies,Storage,154.87
TEC-MA-10002043,"Epson Receipt Printer, White",Technology,Machines,54.93
TEC-PH-10004655,"Apple Speaker Phone, Cordless",Technology,Phones,89.8
OFF-ACC-10004538,"Acco Binder Covers, Recycled",Office Supplies,Binders,8.13
OFF-AR-10004961,"Sanford Sketch Pad, Easy-Erase",Office Supplies,Art,24.16
OFF-PA-10001086,"Enermax Cards & Envelopes, Multicolor",Office Supplies,Paper,33.66
OFF-SU-10001455,"Acme Box Cutter, Easy Grip",Office Supplies,Supplies,36.75
TEC-BEL-10002516,"Belkin Mouse, Bluetooth",Technology,Accessories,14.2
FUR-FU-10004289,"Deflect-O Stacking Tray, Black",Furniture,Furnishings,10.8
OFF-ACM-10001112,"Acme Shears, Steel",Office Supplies,Supplies,26.02
TEC-LOG-10002431,"Logitech Numeric Keypad, Bluetooth",Technology,Accessories,33.95
OFF-LA-10002651,"Novimex Round Labels, Adjustable",Office Supplies,Labels,2.87
OFF-FA-10000136,"Accos Paper Clips, Assorted Sizes",Office Supplies,Fasteners,11.82
OFF-FA-10003994,"Stockwell Paper Clips, Metal",Office Supplies,Fasteners,8.16
OFF-BI-10000563,"Acco Hole Reinforcements, Durable",Office Supplies,Binders,4.19
OFF-LA-10000959,"Harbour Creations Round Labels, Alphabetical",Office Supplies,Labels,4.85
FUR-FU-10003832,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Furniture,Furnishings,6.76
FUR-FU-10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Furniture,Furnishings,77.28
TEC-AC-10000596,"Enermax Memory Card, Erganomic",Technology,Accessories,54.38
FUR-BO-10000668,"Sauder Classic Bookcase, Mobile",Furniture,Bookcases,375.24
OFF-LA-10001778,"Smead Color Coded Labels, 5000 Label Set",Office Supplies,Labels,1.55
OFF-LA-10002883,"Avery Removable Labels, Alphabetical",Office Supplies,Labels,3.5
TEC-PH-10004897,Mediabridge Sport Armband iPhone 5s,Technology,Phones,9
FUR-ADV-10000571,"Advantus Frame, Erganomic",Furniture,Furnishings,71.18
OFF-BI-10003309,"Wilson Jones Binder Covers, Clear",Office Supplies,Binders,7.64
TEC-CO-10001192,"HP Personal Copier, Digital",Technology,Copiers,85.34
TEC-AC-10002153,"Logitech Memory Card, Bluetooth",Technology,Accessories,42.4
FUR-TA-10001622,"Lesro Coffee Table, with Bottom Storage",Furniture,Tables,159.57
FUR-TA-10003323,"Bevis Round Table, Adjustable Height",Furniture,Tables,487
FUR-CH-10003033,"Novimex Rocking Chair, Adjustable",Furniture,Chairs,70.96
FUR-BO-10003022,"Dania 3-Shelf Cabinet, Metal",Furniture,Bookcases,78.64
TEC-BRO-10003876,"Brother Fax Machine, Laser",Technology,Copiers,160.62
TEC-MA-10001777,"Okidata Printer, Red",Technology,Machines,248.51
TEC-PH-10001961,"Cisco Speaker Phone, Full Size",Technology,Phones,100.18
OFF-FA-10000429,"Stockwell Push Pins, Bulk Pack",Office Supplies,Fasteners,10.1
OFF-AR-10002710,"Sanford Pens, Easy-Erase",Office Supplies,Art,5.04
OFF-ACC-10003636,"Acco Binding Machine, Durable",Office Supplies,Binders,37.21
OFF-AR-10000246,Newell 318,Office Supplies,Art,1.97
OFF-LA-10001404,Avery 517,Office Supplies,Labels,1.61
FUR-SAU-10004053,"Sauder Floating Shelf Set, Mobile",Furniture,Bookcases,92.75
FUR-TA-10000323,"Lesro Round Table, Fully Assembled",Furniture,Tables,171.06
TEC-MA-10002264,"Panasonic Printer, Durable",Technology,Machines,187.19
OFF-ROG-10001735,"Rogers Lockers, Blue",Office Supplies,Storage,168
FUR-BO-10004773,"Ikea Floating Shelf Set, Mobile",Furniture,Bookcases,110.47
OFF-ST-10003184,"Eldon Trays, Wire Frame",Office Supplies,Storage,22.13
OFF-AP-10001670,"Hoover Coffee Grinder, White",Office Supplies,Appliances,56.92
OFF-ENE-10003409,"Enermax Memo Slips, Recycled",Office Supplies,Paper,9.9
TEC-AC-10000857,"Belkin Router, Programmable",Technology,Accessories,195.99
FUR-CH-10002927,"Office Star Swivel Stool, Black",Furniture,Chairs,109.14
OFF-LA-10001383,"Smead Shipping Labels, Adjustable",Office Supplies,Labels,4.22
TEC-PH-10000499,"Motorola Smart Phone, Full Size",Technology,Phones,452.26
FUR-BO-10004162,"Ikea Floating Shelf Set, Pine",Furniture,Bookcases,48.77
TEC-MA-10000984,Okidata MB760 Printer,Technology,Machines,965.24
FUR-CH-10003423,"Novimex Rocking Chair, Set of Two",Furniture,Chairs,31.98
FUR-BO-10001067,"Bush Stackable Bookrack, Pine",Furniture,Bookcases,39.12
OFF-SU-10001698,"Stiletto Box Cutter, Steel",Office Supplies,Supplies,21.01
TEC-PAN-10001674,"Panasonic Receipt Printer, White",Technology,Machines,59.1
OFF-BI-10004240,"Cardinal Binding Machine, Recycled",Office Supplies,Binders,18.35
TEC-PH-10000037,"Cisco Signal Booster, Cordless",Technology,Phones,135.02
OFF-PA-10004405,Rediform Voice Mail Log Books,Office Supplies,Paper,1.02
TEC-PAN-10004651,"Panasonic Phone, White",Technology,Machines,74.71
TEC-AC-10002543,"Enermax Mouse, Bluetooth",Technology,Accessories,17.22
FUR-BO-10002852,"Bush Stackable Bookrack, Pine",Furniture,Bookcases,112.93
OFF-EN-10004469,"Jiffy Manila Envelope, Recycled",Office Supplies,Envelopes,21.49
OFF-AR-10003085,"Stanley Markers, Easy-Erase",Office Supplies,Art,13.56
TEC-PH-10001475,"Cisco Office Telephone, VoIP",Technology,Phones,30.94
OFF-FA-10002965,"Accos Clamps, Bulk Pack",Office Supplies,Fasteners,12.3
OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Office Supplies,Binders,7.78
OFF-PA-10002787,Xerox 227,Office Supplies,Paper,2.88
OFF-BI-10000174,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Office Supplies,Binders,2.87
OFF-HOO-10004910,"Hoover Refrigerator, White",Office Supplies,Appliances,380.14
OFF-SU-10003473,"Elite Trimmer, Steel",Office Supplies,Supplies,20.88
OFF-PA-10003943,"Green Bar Computer Printout Paper, Multicolor",Office Supplies,Paper,22.44
OFF-EN-10001535,Grip Seal Envelopes,Office Supplies,Envelopes,1.99
TEC-PH-10003856,"Motorola Smart Phone, with Caller ID",Technology,Phones,502.96
TEC-PH-10001396,"Nokia Smart Phone, Cordless",Technology,Phones,363.19
FUR-TA-10001386,"Lesro Conference Table, Fully Assembled",Furniture,Tables,527.58
TEC-PH-10004940,"Nokia Signal Booster, with Caller ID",Technology,Phones,100.3
TEC-MA-10002614,"Okidata Receipt Printer, Wireless",Technology,Machines,47.2
FUR-TA-10004256,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Furniture,Tables,371.75
TEC-PH-10003560,"Cisco Audio Dock, Cordless",Technology,Phones,96.37
TEC-MA-10003170,"Konica Calculator, Wireless",Technology,Machines,20.15
OFF-EN-10002522,"Ames Mailers, Security-Tint",Office Supplies,Envelopes,13.44
FUR-FU-10004516,"Deflect-O Frame, Black",Furniture,Furnishings,54.05
OFF-SU-10000192,"Elite Trimmer, High Speed",Office Supplies,Supplies,13.81
FUR-CH-10004047,"SAFCO Rocking Chair, Adjustable",Furniture,Chairs,77.14
OFF-BI-10003633,"Avery Binding Machine, Economy",Office Supplies,Binders,36.85
TEC-MA-10002389,"StarTech Receipt Printer, White",Technology,Machines,74.91
TEC-SAN-10004721,"SanDisk Numeric Keypad, Bluetooth",Technology,Accessories,42.27
TEC-STA-10001407,"StarTech Phone, Wireless",Technology,Machines,60.73
OFF-LA-10003444,"Smead Legal Exhibit Labels, Alphabetical",Office Supplies,Labels,6.05
OFF-ST-10001729,"Tenex Lockers, Single Width",Office Supplies,Storage,103.29
OFF-SU-10003040,"Stiletto Box Cutter, Serrated",Office Supplies,Supplies,16.6
OFF-LA-10003720,Avery 487,Office Supplies,Labels,1.57
OFF-FA-10001684,"Accos Staples, Bulk Pack",Office Supplies,Fasteners,4.21
OFF-KRA-10001967,"Kraft Business Envelopes, Set of 50",Office Supplies,Envelopes,9.3
OFF-CAM-10003933,"Cameo Business Envelopes, Recycled",Office Supplies,Envelopes,16.25
OFF-STO-10004940,"Stockwell Push Pins, Assorted Sizes",Office Supplies,Fasteners,7.02
TEC-AC-10004269,"Belkin Memory Card, USB",Technology,Accessories,96.66
FUR-BO-10003873,"Safco Library with Doors, Mobile",Furniture,Bookcases,138.87
TEC-CO-10002326,"Canon Copy Machine, Color",Technology,Copiers,168.14
TEC-MA-10000904,"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",Technology,Machines,211.55
TEC-AC-10000269,"Memorex Numeric Keypad, USB",Technology,Accessories,34.3
TEC-PH-10002645,"Motorola Signal Booster, with Caller ID",Technology,Phones,73.39
OFF-GRE-10003316,"Green Bar Parchment Paper, Recycled",Office Supplies,Paper,6.34
TEC-PH-10001084,"Nokia Office Telephone, VoIP",Technology,Phones,38.85
OFF-EN-10000648,"Jiffy Peel and Seal, with clear poly window",Office Supplies,Envelopes,17.78
TEC-AC-10001251,"Belkin Numeric Keypad, Erganomic",Technology,Accessories,55.09
OFF-AR-10001720,"Stanley Canvas, Blue",Office Supplies,Art,38.75
OFF-PA-10004124,"Xerox Message Books, Multicolor",Office Supplies,Paper,16.97
TEC-CO-10003087,"Canon Wireless Fax, Laser",Technology,Copiers,289
OFF-EN-10002723,"Cameo Interoffice Envelope, with clear poly window",Office Supplies,Envelopes,27.91
TEC-AC-10000499,"Memorex Memory Card, USB",Technology,Accessories,42.75
OFF-BIC-10003654,"BIC Pens, Blue",Office Supplies,Art,7.88
TEC-MOT-10002689,"Motorola Headset, Cordless",Technology,Phones,44.06
TEC-PH-10002658,"Apple Signal Booster, with Caller ID",Technology,Phones,97.02
OFF-ST-10000352,Acco Perma 2700 Stacking Storage Drawers,Office Supplies,Storage,22.33
FUR-FU-10000422,"Deflect-O Photo Frame, Black",Furniture,Furnishings,45.45
TEC-AC-10000873,"Belkin Mouse, USB",Technology,Accessories,24.83
OFF-SU-10003229,"Stiletto Trimmer, Easy Grip",Office Supplies,Supplies,30.35
OFF-BI-10004826,JM Magazine Binder,Office Supplies,Binders,7.82
OFF-EN-10000383,"Ames Clasp Envelope, Recycled",Office Supplies,Envelopes,4.35
OFF-PA-10000575,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Office Supplies,Paper,2.5
OFF-LA-10004462,"Smead Shipping Labels, Adjustable",Office Supplies,Labels,4.89
TEC-MA-10004502,"Epson Inkjet, Wireless",Technology,Machines,100.71
FUR-TA-10002487,"Bevis Training Table, with Bottom Storage",Furniture,Tables,149.85
TEC-MOT-10003050,"Motorola Smart Phone, Cordless",Technology,Phones,555.21
TEC-PH-10003416,"Samsung Office Telephone, with Caller ID",Technology,Phones,24.27
FUR-FU-10001045,"Eldon Photo Frame, Durable",Furniture,Furnishings,17.29
FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",Furniture,Chairs,92.01
TEC-PH-10004577,"Samsung Office Telephone, with Caller ID",Technology,Phones,26
FUR-TA-10002868,"Barricks Coffee Table, Adjustable Height",Furniture,Tables,215.31
TEC-MA-10002193,"Panasonic Card Printer, Red",Technology,Machines,92.4
TEC-MA-10002998,"Okidata Receipt Printer, Durable",Technology,Machines,104.68
OFF-EN-10001882,"Jiffy Manila Envelope, with clear poly window",Office Supplies,Envelopes,13.81
FUR-BO-10001567,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Furniture,Bookcases,92.16
FUR-FU-10004963,"Eldon 400 Class Desk Accessories, Black Carbon",Furniture,Furnishings,3.84
OFF-LA-10002159,"Hon Removable Labels, Adjustable",Office Supplies,Labels,8.64
TEC-ENE-10004236,"Enermax Flash Drive, Bluetooth",Technology,Accessories,25.48
OFF-EN-10000094,"Jiffy Interoffice Envelope, Security-Tint",Office Supplies,Envelopes,33.94
OFF-AVE-10004412,"Avery Color Coded Labels, Alphabetical",Office Supplies,Labels,7.78
TEC-PH-10002152,"Apple Headset, Cordless",Technology,Phones,17.89
FUR-TA-10004371,"Lesro Round Table, Adjustable Height",Furniture,Tables,350.59
TEC-PH-10000840,"Cisco Audio Dock, VoIP",Technology,Phones,100.48
TEC-ENE-10004052,"Enermax Flash Drive, Erganomic",Technology,Accessories,14.58
TEC-CO-10000172,"Hewlett Ink, Digital",Technology,Copiers,76.69
TEC-PH-10001732,"Samsung Audio Dock, Cordless",Technology,Phones,133.77
FUR-BO-10000847,"Dania Stackable Bookrack, Mobile",Furniture,Bookcases,61.84
OFF-AP-10000055,Belkin F9S820V06 8 Outlet Surge,Office Supplies,Appliances,18.57
OFF-EN-10002258,"Jiffy Mailers, with clear poly window",Office Supplies,Envelopes,22.87
TEC-AC-10003407,"Memorex Mouse, Erganomic",Technology,Accessories,20.06
OFF-BI-10004597,"Avery Binding Machine, Durable",Office Supplies,Binders,37.73
TEC-AC-10002833,"Logitech Mouse, USB",Technology,Accessories,21.41
OFF-SU-10002732,"Acme Box Cutter, High Speed",Office Supplies,Supplies,24.45
OFF-EN-10001712,"Kraft Interoffice Envelope, Set of 50",Office Supplies,Envelopes,33.72
TEC-PH-10001163,"Motorola Speaker Phone, Cordless",Technology,Phones,119.31
OFF-FA-10002636,"Accos Staples, 12 Pack",Office Supplies,Fasteners,8.38
OFF-ST-10000154,"Smead Box, Single Width",Office Supplies,Storage,7.45
OFF-PA-10003172,Xerox 1996,Office Supplies,Paper,2.89
OFF-LA-10002992,"Novimex Removable Labels, 5000 Label Set",Office Supplies,Labels,9.28
OFF-PA-10003808,"SanDisk Note Cards, Premium",Office Supplies,Paper,22.13
OFF-LA-10003132,"Hon File Folder Labels, Adjustable",Office Supplies,Labels,3.21
TEC-LOG-10000368,"Logitech Flash Drive, Programmable",Technology,Accessories,15.52
OFF-AR-10001227,Newell 338,Office Supplies,Art,1.9
FUR-FU-10003731,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",Furniture,Furnishings,6.24
OFF-KRA-10002752,"Kraft Clasp Envelope, Recycled",Office Supplies,Envelopes,5.98
OFF-PA-10000682,Xerox 1924,Office Supplies,Paper,2.76
TEC-MA-10004587,"Konica Inkjet, White",Technology,Machines,99.06
FUR-BO-10003287,"Dania Corner Shelving, Traditional",Furniture,Bookcases,62.86
TEC-CO-10001595,"Brother Copy Machine, Color",Technology,Copiers,104.31
TEC-AC-10000170,"Memorex Keyboard, Programmable",Technology,Accessories,35.51
TEC-CO-10001419,"Hewlett Copy Machine, Color",Technology,Copiers,245.61
FUR-SAF-10000545,"Safco 3-Shelf Cabinet, Pine",Furniture,Bookcases,117.62
OFF-BI-10000029,"Ibico Binding Machine, Recycled",Office Supplies,Binders,17.4
OFF-XER-10004820,"Xerox Computer Printout Paper, Premium",Office Supplies,Paper,11.04
OFF-LA-10000590,"Smead Color Coded Labels, 5000 Label Set",Office Supplies,Labels,3.94
OFF-FA-10001761,"OIC Thumb Tacks, Metal",Office Supplies,Fasteners,5.78
OFF-EN-10000940,"Ames Interoffice Envelope, Recycled",Office Supplies,Envelopes,25.5
OFF-EN-10002955,"Jiffy Interoffice Envelope, with clear poly window",Office Supplies,Envelopes,23.83
OFF-BI-10003324,"Acco Hole Reinforcements, Recycled",Office Supplies,Binders,1.67
OFF-AP-10002082,Holmes HEPA Air Purifier,Office Supplies,Appliances,11.77
OFF-SU-10004198,"Kleencut Scissors, Easy Grip",Office Supplies,Supplies,19.66
OFF-ST-10002714,"Eldon Box, Industrial",Office Supplies,Storage,5.79
OFF-AP-10000252,Harmony HEPA Quiet Air Purifiers,Office Supplies,Appliances,6.51
OFF-AP-10003079,"Cuisinart Coffee Grinder, Silver",Office Supplies,Appliances,12.64
OFF-PA-10004260,"Xerox Memo Slips, Recycled",Office Supplies,Paper,8.22
OFF-SU-10002911,"Acme Scissors, Serrated",Office Supplies,Supplies,15.49
FUR-FU-10004800,"Eldon Stacking Tray, Black",Furniture,Furnishings,17.44
OFF-PA-10004609,Xerox 221,Office Supplies,Paper,2.48
OFF-FA-10002444,"Stockwell Clamps, 12 Pack",Office Supplies,Fasteners,16.79
FUR-TA-10001205,"Chromcraft Wood Table, Rectangular",Furniture,Tables,298.49
OFF-EN-10001854,"Jiffy Business Envelopes, Recycled",Office Supplies,Envelopes,11.71
OFF-AR-10000655,"Stanley Sketch Pad, Blue",Office Supplies,Art,25.29
OFF-SAN-10003644,"Sanford Markers, Blue",Office Supplies,Art,18.8
FUR-FU-10000668,"Tenex Frame, Durable",Furniture,Furnishings,66.53
FUR-CH-10004309,"SAFCO Steel Folding Chair, Adjustable",Furniture,Chairs,75.97
TEC-PH-10003946,"Cisco Office Telephone, VoIP",Technology,Phones,67.15
OFF-LA-10004488,"Novimex Color Coded Labels, Adjustable",Office Supplies,Labels,8.03
OFF-AR-10003962,"Binney & Smith Highlighters, Water Color",Office Supplies,Art,9.97
FUR-OFF-10004824,"Office Star Swivel Stool, Set of Two",Furniture,Chairs,120.63
TEC-MA-10002268,"StarTech Receipt Printer, White",Technology,Machines,70.45
OFF-LA-10000506,"Harbour Creations Legal Exhibit Labels, Laser Printer Compatible",Office Supplies,Labels,7.23
OFF-BI-10001568,"Ibico Binder Covers, Economy",Office Supplies,Binders,11.51
TEC-AC-10000254,"Enermax Flash Drive, Bluetooth",Technology,Accessories,18.03
FUR-BO-10004926,"Safco 3-Shelf Cabinet, Traditional",Furniture,Bookcases,115.5
TEC-MA-10000888,"Okidata Phone, White",Technology,Machines,33.48
OFF-PA-10003455,"Green Bar Memo Slips, Recycled",Office Supplies,Paper,10.29
OFF-FA-10002226,"Stockwell Thumb Tacks, Metal",Office Supplies,Fasteners,7.38
OFF-ELI-10000797,"Elite Ruler, High Speed",Office Supplies,Supplies,11.88
TEC-MA-10004956,"Konica Card Printer, Red",Technology,Machines,31.47
TEC-CO-10001166,"HP Personal Copier, Digital",Technology,Copiers,93.97
FUR-DAN-10001557,"Dania Floating Shelf Set, Pine",Furniture,Bookcases,89.9
TEC-KON-10001507,"Konica Card Printer, Durable",Technology,Machines,113.54
OFF-AR-10001053,"Boston Pencil Sharpener, Easy-Erase",Office Supplies,Art,18.65
OFF-HON-10004621,"Hon Color Coded Labels, Adjustable",Office Supplies,Labels,8.11
TEC-SHA-10004658,"Sharp Ink, Laser",Technology,Copiers,102.65
TEC-MA-10003298,"Konica Card Printer, Wireless",Technology,Machines,116.7
